ID,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
2018-03069,0,0,0,0,1,0,0,0,0,0,0
2018-03166,1,0,1,0,0,0,0,0,0,0,0
2018-00143,1,0,1,0,0,0,0,0,1,0,0
2018-03993,0,0,0,0,1,0,1,0,0,0,0
2018-01286,0,0,0,0,1,0,0,0,0,0,0
2018-02596,0,0,0,0,1,0,1,0,0,0,0
2018-03930,1,0,1,0,0,0,0,0,0,0,0
2018-00491,0,0,0,0,1,0,1,0,0,0,0
2018-02483,0,0,0,0,1,0,0,0,0,0,0
2018-02994,0,0,0,0,1,0,0,0,0,0,0
2018-02650,0,0,0,0,1,0,0,0,0,0,0
2018-00446,0,0,0,0,1,0,0,0,1,0,0
2018-02188,0,1,0,0,0,0,0,0,0,0,0
2018-02426,0,0,0,0,0,0,0,0,1,0,0
2018-03270,1,0,1,0,0,0,0,0,0,0,0
2018-04215,0,0,0,0,0,0,0,0,1,0,0
2018-04368,0,0,0,0,1,1,1,0,0,0,0
2018-01710,1,0,1,0,0,0,0,0,1,0,0
2018-03513,0,0,0,1,0,0,0,0,0,0,0
2018-00658,1,0,1,0,0,0,0,0,0,0,0
2018-00587,0,0,0,0,1,0,1,0,0,0,0
2018-01748,1,0,1,1,0,0,0,0,0,0,0
2018-03473,0,0,0,0,1,0,1,0,0,0,0
2018-03200,0,0,0,0,0,0,0,0,1,0,0
2018-00289,1,0,0,0,0,0,0,0,0,0,0
2018-00539,0,0,0,0,1,0,1,0,0,0,0
2018-04249,0,0,0,0,1,0,1,0,0,0,0
2018-03865,0,0,0,0,1,1,1,0,0,0,0
2018-04203,0,0,0,0,1,0,0,0,0,0,0
2018-00343,0,0,0,0,1,1,1,0,0,0,0
2018-01127,0,0,0,0,1,0,1,0,0,0,0
2018-02081,0,0,0,0,0,0,0,0,1,0,0
2018-03878,1,0,1,0,0,0,0,0,0,0,0
2018-02718,1,0,1,0,0,0,0,0,0,0,0
2018-02306,0,0,0,0,1,1,1,0,0,0,0
2018-00476,1,0,0,0,0,0,0,0,0,0,0
2018-02220,0,0,0,0,1,0,1,0,0,0,0
2018-02488,1,0,1,0,0,0,0,0,0,0,0
2018-00759,0,0,1,0,0,0,0,0,0,0,0
2018-03745,0,0,0,0,1,0,1,0,0,0,0
2018-00895,0,0,1,0,0,0,0,0,1,0,0
2018-00719,0,0,0,0,1,1,1,0,0,0,0
2018-03928,0,0,0,0,0,0,0,0,1,0,0
2018-01600,0,0,0,0,1,1,1,0,0,0,0
2018-01767,0,0,0,0,1,0,0,0,0,0,0
2018-04303,0,0,0,1,0,0,0,0,0,0,0
2018-02699,1,0,1,0,0,0,0,0,0,0,0
2018-03006,1,0,1,0,0,0,0,0,0,0,0
2018-00149,1,0,1,0,0,0,0,0,0,0,0
2018-00221,1,0,1,0,0,0,0,0,1,0,0
2018-00323,1,0,1,0,0,0,0,0,1,0,0
2018-00641,0,0,0,0,0,0,0,0,1,0,0
2018-01963,0,0,0,0,0,0,1,0,0,0,0
2018-02297,0,0,0,0,1,1,1,0,0,0,0
2018-00359,0,0,0,0,0,0,0,0,1,0,0
2018-03383,0,0,0,0,1,0,1,0,0,0,0
2018-00176,1,0,1,0,0,0,0,0,0,0,0
2018-01560,1,0,0,0,0,0,0,0,0,0,0
2018-00896,0,0,0,0,1,0,0,0,0,0,0
2018-04246,0,0,0,0,1,0,1,0,0,0,0
2018-00960,0,0,0,1,0,0,0,0,1,0,0
2018-02526,0,0,0,0,1,1,1,0,0,0,0
2018-03384,0,0,0,0,1,1,0,0,0,0,0
2018-02539,0,0,1,1,0,0,0,0,1,0,0
2018-01216,0,0,0,0,1,0,1,0,0,0,0
2018-00611,0,0,0,0,1,0,0,0,0,0,0
2018-04361,0,0,0,0,1,0,0,0,0,0,0
2018-03525,0,0,0,0,1,0,1,0,0,0,0
2018-00432,1,0,0,0,0,0,0,0,0,0,0
2018-04201,0,0,0,1,0,0,1,0,0,0,0
2018-00642,0,0,0,0,1,1,1,0,0,0,0
2018-01840,0,1,0,0,0,0,0,0,0,0,0
2018-04325,0,0,0,1,0,0,0,0,0,0,0
2018-04187,0,0,1,0,0,0,0,0,0,0,0
2018-01000,1,0,0,0,0,0,0,0,0,0,0
2018-01553,0,0,0,0,1,0,1,0,0,0,0
2018-03501,0,0,0,0,1,0,1,0,0,0,0
2018-03634,0,0,0,0,0,0,0,0,1,0,0
2018-04110,0,0,0,0,1,1,1,0,0,0,0
2018-01229,0,1,0,0,0,0,0,0,0,0,0
2018-00045,0,0,0,0,1,0,1,0,0,0,0
2018-03653,1,0,1,1,0,0,0,0,0,0,0
2018-02458,1,0,1,0,0,0,0,0,0,0,0
2018-04297,0,0,0,0,0,0,1,0,1,0,0
2018-01010,0,0,0,0,1,1,0,0,0,0,0
2018-03199,0,0,0,0,1,0,0,0,0,0,0
2018-03130,0,0,0,0,0,0,1,0,0,0,0
2018-01069,0,0,0,0,1,0,0,0,0,0,0
2018-03090,0,0,0,0,0,0,1,0,0,0,0
2018-01329,1,0,1,0,0,0,0,0,0,0,0
2018-00661,0,0,0,0,1,0,0,0,0,0,0
2018-00693,1,0,1,0,0,0,0,0,0,0,0
2018-01382,0,0,0,1,0,0,0,0,0,0,0
2018-00891,1,0,1,0,0,0,0,0,0,0,0
2018-04273,1,0,1,0,0,0,0,0,1,0,0
2018-01681,0,0,0,0,0,0,0,0,1,0,0
2018-01179,0,0,0,0,0,0,0,0,1,0,0
2018-01468,0,0,0,0,0,0,1,0,0,0,0
2018-00380,1,0,1,0,0,0,0,0,0,1,0
2018-03293,1,0,1,0,0,0,0,0,1,0,0
2018-01736,0,0,0,0,1,0,0,0,0,0,0
2018-03013,1,0,1,0,0,0,0,0,0,0,0
2018-04306,0,0,0,0,1,1,1,0,0,0,0
2018-02816,1,0,1,0,0,0,0,0,0,0,0
2018-00167,0,0,0,0,0,0,1,0,0,0,0
2018-02421,0,0,0,0,1,0,0,0,0,0,0
2018-01675,1,0,1,0,0,0,0,0,0,0,0
2018-00948,0,0,0,0,1,0,0,0,0,0,0
2018-00684,0,0,0,0,1,0,0,0,0,0,0
2018-00822,0,0,0,0,0,0,0,0,1,0,0
2018-00537,0,0,0,0,1,0,0,0,0,0,0
2018-01333,1,0,1,0,0,0,0,0,0,0,0
2018-00859,0,0,0,0,0,0,0,0,1,0,0
2018-04230,0,0,0,0,1,0,1,0,0,0,0
2018-00194,1,0,1,0,0,0,0,0,0,0,0
2018-00569,1,0,1,0,0,0,0,0,0,0,0
2018-03492,0,0,1,1,0,0,0,0,1,0,0
2018-00496,0,1,0,0,1,0,1,0,0,0,0
2018-00153,0,0,0,0,1,0,0,0,0,0,0
2018-02257,1,0,1,0,0,0,0,0,0,0,0
2018-02319,1,0,1,0,0,0,0,0,0,0,0
2018-03214,0,0,0,0,0,0,0,1,1,0,0
2018-03068,0,0,0,0,0,0,1,0,0,0,0
2018-00206,0,0,0,0,1,0,0,0,0,0,0
2018-01724,0,0,0,0,0,0,1,0,0,0,0
2018-03734,0,0,0,0,1,0,1,0,0,0,0
2018-03291,0,1,0,0,1,0,1,0,0,0,0
2018-00217,0,0,0,0,1,0,1,0,0,0,0
2018-03722,1,0,1,0,0,0,0,0,0,0,0
2018-04020,0,0,0,0,1,1,0,0,0,0,0
2018-00406,1,1,1,0,0,0,0,0,0,0,0
2018-03078,0,0,0,1,0,0,0,0,0,0,0
2018-01857,0,0,0,0,1,0,0,0,0,0,0
2018-00785,1,0,1,0,0,0,0,0,0,0,0
2018-01981,0,0,0,0,1,0,1,0,0,0,0
2018-03642,1,0,1,0,0,0,0,0,0,0,0
2018-03391,1,0,1,0,0,0,0,0,0,0,0
2018-04354,0,0,0,0,0,0,0,0,1,0,0
2018-00203,0,0,0,0,1,0,1,0,0,0,0
2018-02740,0,0,0,0,1,1,0,0,0,0,0
2018-02450,0,0,0,1,0,0,0,0,0,0,0
2018-01540,0,0,0,0,0,0,0,0,1,0,0
2018-00317,0,0,0,0,1,0,1,0,0,0,0
2018-00742,0,0,0,1,0,0,0,0,0,0,0
2018-01566,0,0,0,1,0,0,0,0,0,0,0
2018-03044,1,0,1,0,0,0,0,0,0,0,0
2018-01262,0,0,0,0,1,0,0,0,0,0,0
2018-01601,1,0,1,0,0,0,0,0,1,0,0
2018-00052,0,0,0,0,1,0,1,0,0,0,0
2018-04113,0,0,0,0,0,0,0,0,1,0,0
2018-03246,0,0,0,0,1,0,1,0,0,0,0
2018-00253,0,0,0,0,1,0,0,0,0,0,0
2018-01765,0,0,0,0,1,1,1,0,0,0,0
2018-01421,1,0,1,0,0,0,0,0,0,0,0
2018-02534,0,0,0,0,1,0,0,0,0,0,0
2018-03833,0,0,0,0,0,0,0,0,1,0,0
2018-02707,0,0,0,0,1,0,0,0,0,0,0
2018-02689,0,0,0,0,1,0,1,0,0,0,0
2018-03583,1,0,0,0,0,0,0,0,0,0,0
2018-00485,1,0,1,0,0,0,0,0,0,0,0
2018-02692,1,0,1,0,0,0,0,0,1,0,0
2018-02312,0,0,0,0,1,0,0,0,0,0,0
2018-04365,0,0,0,0,0,0,1,0,0,0,0
2018-01280,1,0,1,0,0,0,0,0,0,0,0
2018-03922,0,0,0,0,0,0,0,0,1,0,0
2018-02280,0,0,0,0,0,0,1,0,0,0,0
2018-03757,0,0,0,0,1,0,0,0,0,0,0
2018-02901,1,0,1,0,0,0,0,0,0,0,0
2018-03584,0,0,0,0,1,0,1,0,0,0,0
2018-00293,1,0,1,0,0,0,0,0,0,0,0
2018-01518,0,0,0,0,1,0,1,0,0,0,0
2018-03892,1,0,1,0,0,0,0,0,0,0,0
2018-02008,0,1,0,0,1,0,0,0,0,0,0
2018-00958,0,0,1,0,0,0,0,0,0,0,0
2018-03904,0,0,0,0,1,0,0,0,0,0,0
2018-01108,0,0,0,1,0,0,0,0,0,0,0
2018-02549,0,0,0,1,0,0,0,0,0,0,0
2018-03792,1,0,0,0,0,0,0,0,0,0,0
2018-00783,0,0,0,0,1,1,1,0,0,0,0
2018-01236,1,0,1,0,0,0,0,0,1,0,0
2018-03505,1,0,1,0,0,0,0,0,1,0,0
2018-00506,1,0,1,0,0,0,0,0,0,0,0
2018-02263,0,0,0,0,1,0,0,0,0,0,0
2018-03094,1,0,1,0,0,0,0,0,0,0,0
2018-02040,0,0,0,1,0,0,0,0,0,0,0
2018-00924,0,0,0,0,1,1,1,0,0,0,0
2018-00239,0,0,0,0,1,0,1,0,0,0,0
2018-00342,1,0,1,1,0,0,0,0,0,0,0
2018-00817,0,0,0,0,1,0,0,0,0,0,0
2018-01991,0,0,0,0,1,1,0,0,0,0,0
2018-01480,0,0,0,0,1,1,1,0,0,0,0
2018-00067,1,0,1,0,0,0,0,0,0,0,0
2018-00441,1,0,0,0,1,0,0,0,0,0,0
2018-03854,0,0,0,0,1,1,1,0,0,0,0
2018-01211,0,0,0,0,1,0,0,0,0,0,0
2018-01839,1,0,1,0,0,0,0,0,0,0,0
2018-03098,0,0,0,0,0,0,1,0,0,0,0
2018-02642,0,1,0,0,0,0,0,0,0,0,0
2018-03866,1,0,0,1,0,0,0,0,0,0,0
2018-03439,0,0,0,0,0,0,0,0,1,0,0
2018-00280,0,0,0,0,0,0,1,0,0,0,0
2018-00987,0,0,0,0,1,1,1,0,0,0,0
2018-03588,0,0,0,0,1,0,1,0,0,0,0
2018-01466,0,0,0,0,1,0,0,0,0,0,0
2018-02606,0,0,0,0,1,0,0,0,0,0,0
2018-02173,0,0,0,0,1,0,1,0,0,0,0
2018-02558,0,0,0,0,0,0,0,0,1,0,0
2018-03774,1,0,0,0,0,0,0,0,0,0,0
2018-02467,0,0,0,0,1,0,1,0,0,0,0
2018-03735,0,0,0,0,1,0,1,0,0,0,0
2018-01369,1,0,1,0,0,0,0,0,0,0,0
2018-00056,0,0,0,0,1,0,1,0,0,0,0
2018-04083,1,0,1,1,0,0,0,0,0,0,0
2018-02490,0,0,0,0,0,0,1,0,0,0,0
2018-03944,0,0,0,0,0,0,0,0,1,0,0
2018-00947,0,0,0,0,1,1,1,0,0,0,0
2018-03089,1,0,1,0,0,0,0,0,1,0,0
2018-03209,0,0,0,0,0,0,0,0,1,0,0
2018-02176,0,0,0,1,0,0,0,0,1,0,0
2018-02435,0,0,0,0,1,0,1,0,0,0,0
2018-00751,1,0,1,0,0,0,0,0,0,0,0
2018-03639,0,0,0,0,1,0,0,0,0,0,0
2018-03127,1,0,1,0,0,0,0,0,0,0,0
2018-03297,0,0,0,0,1,0,0,0,0,0,0
2018-03600,0,0,0,0,1,0,1,0,0,0,0
2018-00172,0,0,0,0,1,1,1,0,0,0,0
2018-03903,1,0,1,0,0,0,0,0,0,0,0
2018-02172,0,0,0,0,1,0,0,0,0,0,0
2018-00513,0,0,0,0,0,0,0,0,1,0,0
2018-00327,0,0,0,0,1,0,0,0,0,0,0
2018-00475,0,0,0,0,1,0,0,0,0,0,0
2018-02694,0,0,0,0,0,0,0,0,1,0,0
2018-02203,0,0,0,0,1,1,1,0,0,0,0
2018-03284,0,0,0,0,1,1,0,0,0,0,0
2018-01843,1,0,1,0,0,0,0,0,0,0,0
2018-00668,0,0,0,1,0,0,0,0,0,0,0
2018-01622,0,0,0,0,1,0,0,0,0,0,0
2018-02196,1,0,1,0,0,0,0,0,1,0,0
2018-02420,1,0,1,0,0,0,0,0,1,0,0
2018-01845,1,0,1,0,0,0,0,0,1,0,0
2018-01316,0,0,0,0,1,0,1,0,0,0,0
2018-00246,0,0,0,0,1,0,1,0,0,0,0
2018-03216,0,0,0,0,1,0,1,0,0,0,0
2018-03768,1,0,1,0,0,0,0,0,0,0,0
2018-02715,0,0,0,0,0,0,0,0,1,0,0
2018-03416,0,0,0,0,1,0,0,0,0,0,0
2018-00582,0,1,0,0,0,0,0,0,0,0,0
2018-01241,0,0,0,0,1,1,1,0,0,0,0
2018-02664,1,0,0,0,0,0,1,0,0,0,0
2018-01802,0,0,0,0,1,1,1,0,0,0,0
2018-03847,1,0,1,0,0,0,0,0,1,0,0
2018-00554,0,0,0,0,0,0,0,0,1,0,0
2018-03857,0,0,0,0,1,0,1,0,0,0,0
2018-03647,1,0,0,0,0,0,0,0,0,0,0
2018-04007,1,0,1,0,0,0,0,0,0,0,0
2018-04195,0,0,0,0,1,0,0,0,0,0,0
2018-04341,1,0,1,0,0,0,0,0,0,0,0
2018-02513,0,0,1,0,0,0,0,0,1,0,0
2018-00301,1,0,1,0,0,0,0,0,0,0,0
2018-01182,0,1,0,0,0,0,1,0,0,0,0
2018-01747,1,0,1,0,0,0,0,0,0,0,0
2018-01323,1,0,1,1,0,0,0,0,0,0,0
2018-01281,0,0,0,0,1,1,1,0,0,0,0
2018-02652,0,0,0,0,1,0,1,0,0,0,0
2018-03455,1,0,1,0,0,0,0,0,0,0,0
2018-00382,0,0,0,0,0,0,0,0,1,0,0
2018-03168,0,0,0,0,1,0,0,0,0,0,0
2018-00192,0,0,0,0,1,0,1,0,0,0,0
2018-03277,0,1,0,0,0,0,0,0,0,0,0
2018-01467,1,0,0,0,0,0,0,0,0,0,0
2018-03468,1,0,1,0,0,0,0,0,0,0,0
2018-03303,0,0,0,0,1,0,0,0,0,0,0
2018-01652,1,0,1,0,0,0,0,0,1,0,0
2018-01439,0,0,0,0,0,0,0,0,1,0,0
2018-02166,1,0,1,0,0,0,0,0,0,0,0
2018-00374,0,0,0,1,0,0,0,1,1,0,0
2018-02686,0,0,0,0,0,0,0,0,1,0,0
2018-03196,0,0,0,0,1,0,1,0,1,0,0
2018-02950,0,0,0,0,1,0,1,0,0,0,0
2018-03963,0,0,0,0,0,0,0,0,1,0,0
2018-00271,0,0,0,0,0,0,1,0,0,0,0
2018-01423,0,0,0,0,1,0,1,0,0,0,0
2018-01769,0,0,0,1,0,0,1,0,0,0,0
2018-02128,0,0,1,1,0,0,0,0,0,0,0
2018-01438,0,0,0,0,1,0,1,0,0,0,0
2018-03496,0,0,0,0,0,0,0,0,1,0,0
2018-03869,1,0,1,0,0,0,0,0,0,0,0
2018-01672,0,1,0,0,0,0,0,0,0,0,0
2018-03423,0,0,0,1,0,0,0,0,0,0,0
2018-00494,1,0,1,0,0,0,0,0,0,0,0
2018-00020,0,0,0,0,1,0,1,0,0,0,0
2018-00472,0,0,0,0,1,0,1,0,0,0,0
2018-01732,1,0,0,0,0,0,0,0,0,0,0
2018-01547,0,0,0,0,1,0,0,0,0,0,0
2018-03241,0,0,0,0,1,0,0,0,0,0,0
2018-03307,1,0,1,0,0,0,0,0,1,0,0
2018-03479,0,0,0,0,1,0,0,0,0,0,0
2018-02478,1,0,1,0,0,0,0,0,0,0,0
2018-02556,0,0,0,0,0,0,0,0,1,0,0
2018-02874,0,0,0,0,0,0,0,0,1,0,0
2018-03009,0,0,0,0,0,0,0,0,1,0,0
2018-02792,0,0,0,0,1,0,1,0,0,0,0
2018-02254,1,0,1,0,0,0,0,0,0,0,0
2018-03138,0,0,0,0,1,0,1,0,0,0,0
2018-03645,0,0,0,0,1,0,1,0,0,0,0
2018-02754,1,0,1,0,0,0,0,0,1,0,0
2018-04119,1,0,0,0,0,0,0,0,0,0,0
2018-01222,0,0,0,0,0,0,0,0,1,0,0
2018-03491,0,0,0,0,0,0,0,0,1,0,0
2018-01086,0,0,0,0,1,0,1,0,0,0,0
2018-02983,0,0,0,0,1,0,1,0,0,0,0
2018-03978,1,0,1,0,0,0,0,0,0,0,0
2018-01442,1,0,1,0,0,0,0,0,1,0,0
2018-03027,0,0,0,0,0,0,0,0,1,0,0
2018-03512,0,0,0,0,1,0,1,0,0,0,0
2018-03420,0,0,0,0,0,0,0,0,1,0,0
2018-03786,1,0,1,0,0,0,0,0,0,0,0
2018-03946,0,0,0,1,0,0,0,0,0,0,0
2018-00395,1,0,1,0,0,0,0,0,0,0,0
2018-02136,0,0,0,0,0,0,1,0,1,0,0
2018-02779,0,0,0,0,1,0,0,0,0,0,0
2018-04295,0,0,0,0,1,0,0,0,0,0,0
2018-01064,0,0,0,0,1,0,0,0,0,0,0
2018-03764,0,0,1,1,0,0,0,1,1,0,0
2018-02985,1,0,1,0,0,0,0,0,1,0,0
2018-02618,0,1,0,0,0,0,1,0,0,0,0
2018-00213,0,0,0,1,0,0,0,0,0,0,0
2018-01966,0,0,0,0,1,0,0,0,0,0,0
2018-00140,1,0,1,0,0,0,0,0,0,0,0
